run_index,scenario_seed,scenario_case_id,scenario_case_name,scenario_case_label,scenario_split,dominant_approach,dominant_approach_count,dominant_exit,dominant_exit_count,early_departures,total_agvs,north_agvs,south_agvs,west_agvs,east_agvs,spawn_plan_json,goal_plan_json
92,40092,1,normal_balanced,Scenario 1: Normal balanced,train_test,,0,,0,0,20,5,5,5,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8, 12, 16], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4, 8, 12, 16]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
93,40093,1,normal_balanced,Scenario 1: Normal balanced,train_test,,0,,0,0,20,5,5,5,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8, 12, 16], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4, 8, 12, 16]}","{""EAST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
94,40094,1,normal_balanced,Scenario 1: Normal balanced,train_test,,0,,0,0,20,5,5,5,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8, 12, 16], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4, 8, 12, 16]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
95,40095,1,normal_balanced,Scenario 1: Normal balanced,train_test,,0,,0,0,20,5,5,5,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8, 12, 16], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4, 8, 12, 16]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
96,40096,1,normal_balanced,Scenario 1: Normal balanced,train_test,,0,,0,0,20,5,5,5,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8, 12, 16], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4, 8, 12, 16]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
97,40097,1,normal_balanced,Scenario 1: Normal balanced,train_test,,0,,0,0,20,5,5,5,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8, 12, 16], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4, 8, 12, 16]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
98,40098,1,normal_balanced,Scenario 1: Normal balanced,train_test,,0,,0,0,20,5,5,5,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8, 12, 16], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4, 8, 12, 16]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
99,40099,1,normal_balanced,Scenario 1: Normal balanced,train_test,,0,,0,0,20,5,5,5,5,"{""EAST"": [0, 4, 8, 12, 16], ""NORTH"": [0, 4, 8, 12, 16], ""SOUTH"": [0, 4, 8, 12, 16], ""WEST"": [0, 4, 8, 12, 16]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
100,40100,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [2, 2, 2, 3, 7], ""NORTH"": [1, 2, 2, 4, 7], ""SOUTH"": [0, 0, 4, 6, 7], ""WEST"": [1, 1, 3, 3, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
101,40101,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 1, 1, 6, 8], ""NORTH"": [0, 0, 3, 3, 8], ""SOUTH"": [0, 2, 5, 6, 7], ""WEST"": [1, 2, 2, 6, 8]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
102,40102,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [2, 3, 3, 6, 7], ""NORTH"": [1, 1, 2, 3, 8], ""SOUTH"": [0, 1, 2, 2, 3], ""WEST"": [1, 2, 4, 5, 6]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
103,40103,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 2, 3, 4, 7], ""NORTH"": [0, 1, 1, 5, 7], ""SOUTH"": [0, 3, 4, 5, 7], ""WEST"": [0, 0, 1, 2, 8]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
104,40104,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 2, 2, 3, 7], ""NORTH"": [0, 1, 1, 3, 4], ""SOUTH"": [0, 2, 6, 7, 7], ""WEST"": [1, 2, 3, 3, 6]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
105,40105,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 2, 7, 7, 8], ""NORTH"": [1, 1, 1, 7, 7], ""SOUTH"": [0, 1, 6, 7, 8], ""WEST"": [0, 1, 2, 7, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
106,40106,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 0, 1, 1, 8], ""NORTH"": [0, 0, 2, 2, 3], ""SOUTH"": [2, 3, 6, 8, 8], ""WEST"": [2, 3, 4, 8, 8]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
107,40107,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 2, 2, 3, 8], ""NORTH"": [0, 0, 1, 2, 2], ""SOUTH"": [1, 2, 3, 5, 8], ""WEST"": [3, 4, 7, 7, 8]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
108,40108,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 1, 1, 2, 3], ""NORTH"": [1, 2, 3, 3, 7], ""SOUTH"": [1, 2, 3, 3, 6], ""WEST"": [0, 1, 4, 5, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
109,40109,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 0, 5, 6, 8], ""NORTH"": [1, 3, 3, 4, 8], ""SOUTH"": [0, 0, 1, 2, 2], ""WEST"": [1, 2, 3, 7, 7]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
110,40110,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 1, 1, 2, 6], ""NORTH"": [0, 1, 1, 4, 8], ""SOUTH"": [1, 1, 4, 7, 8], ""WEST"": [2, 4, 7, 8, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
111,40111,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 0, 1, 3, 4], ""NORTH"": [2, 2, 2, 5, 7], ""SOUTH"": [0, 1, 1, 4, 4], ""WEST"": [0, 3, 6, 7, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
112,40112,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [2, 3, 4, 5, 7], ""NORTH"": [0, 2, 2, 4, 4], ""SOUTH"": [0, 0, 1, 5, 6], ""WEST"": [0, 1, 2, 7, 8]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
113,40113,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 1, 1, 4, 5], ""NORTH"": [0, 1, 2, 3, 5], ""SOUTH"": [6, 7, 7, 8, 8], ""WEST"": [1, 1, 2, 2, 8]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
114,40114,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 2, 2, 2, 4], ""NORTH"": [0, 2, 2, 4, 6], ""SOUTH"": [0, 2, 5, 7, 7], ""WEST"": [1, 3, 3, 5, 6]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
115,40115,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 0, 1, 1, 4], ""NORTH"": [0, 1, 2, 3, 3], ""SOUTH"": [2, 2, 4, 5, 7], ""WEST"": [1, 3, 4, 6, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
116,40116,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [2, 2, 3, 4, 5], ""NORTH"": [1, 2, 2, 6, 8], ""SOUTH"": [2, 3, 3, 6, 8], ""WEST"": [0, 1, 1, 2, 3]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
117,40117,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 3, 3, 6, 8], ""NORTH"": [1, 2, 3, 5, 6], ""SOUTH"": [1, 1, 1, 2, 8], ""WEST"": [1, 1, 1, 3, 4]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
118,40118,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 2, 3, 5, 7], ""NORTH"": [0, 1, 1, 1, 5], ""SOUTH"": [0, 2, 4, 6, 7], ""WEST"": [1, 1, 3, 5, 5]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
119,40119,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [2, 3, 3, 4, 5], ""NORTH"": [0, 0, 2, 5, 8], ""SOUTH"": [0, 1, 2, 3, 5], ""WEST"": [1, 1, 2, 3, 5]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
120,40120,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 1, 5, 5, 7], ""NORTH"": [0, 0, 1, 4, 6], ""SOUTH"": [0, 2, 3, 6, 7], ""WEST"": [0, 0, 1, 3, 6]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
121,40121,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [2, 2, 3, 3, 3], ""NORTH"": [0, 1, 2, 3, 8], ""SOUTH"": [0, 1, 1, 5, 6], ""WEST"": [2, 2, 5, 7, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
122,40122,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 2, 4, 7, 7], ""NORTH"": [0, 2, 4, 5, 6], ""SOUTH"": [0, 1, 5, 5, 6], ""WEST"": [0, 1, 2, 2, 6]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
123,40123,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [3, 7, 7, 8, 8], ""NORTH"": [0, 1, 2, 3, 5], ""SOUTH"": [0, 1, 2, 2, 7], ""WEST"": [0, 2, 2, 4, 7]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
124,40124,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 0, 1, 6, 8], ""NORTH"": [0, 2, 3, 7, 8], ""SOUTH"": [1, 1, 4, 6, 8], ""WEST"": [0, 0, 2, 4, 7]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
125,40125,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [1, 3, 4, 7, 8], ""NORTH"": [0, 0, 1, 4, 8], ""SOUTH"": [0, 0, 0, 2, 6], ""WEST"": [0, 1, 3, 5, 7]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
126,40126,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [0, 1, 1, 3, 6], ""NORTH"": [1, 2, 4, 5, 6], ""SOUTH"": [0, 2, 6, 6, 8], ""WEST"": [1, 2, 2, 6, 8]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
127,40127,2,arrival_burst,Scenario 2: Arrival burst,train_test,,0,,0,10,20,5,5,5,5,"{""EAST"": [2, 2, 2, 2, 5], ""NORTH"": [2, 2, 3, 4, 5], ""SOUTH"": [2, 3, 4, 4, 7], ""WEST"": [0, 0, 0, 4, 5]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
